OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AK,USGS Alaska Water Science Center,USGS-704136157593600,INARU R 9 MI E OF LK TUVAK NR ATKASUK AK,Stream,,19060203,,,,,70.69286698000000,-157.9967338000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704152152391400,UNNAMED LAKE 4 MI W OF VABM JOHN NR LONELY AK,"Lake, Reservoir, Impoundment",,19060205,,,,,70.69741528000000,-152.6571545000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704200154581000,UNNAMED LK 1.5 MI E OF ALAKTAK R NR LONELY AK,"Lake, Reservoir, Impoundment",,19060206,,,,,70.69959560000000,-154.9727794000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704254152301400,UNNAMED LAKE 2 MI N OF VABM JOHN NR LONELY AK,"Lake, Reservoir, Impoundment",,19060205,,,,,70.71464130000000,-152.5071539000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704318153260200,UNNAMED LAKE 6.5 MI S OF VABM QUAD NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.72129070000000,-153.4371814000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,12,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704330153004900,UNNAMED LAKE 9.5 MI SE OF VABM FLORA NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.72463180000000,-153.0168948000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,15,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704338153183300,UNNAMED LAKE 8 MI S OF VABM FLORA NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.72684880000000,-153.3124587000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,10,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704426155033800,ALAKTAK R NR LONELY AK,Stream,,19060206,,,,,70.74015117000000,-155.0639028000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704430155000000,UNNAMED LK NR ALAKTAK NR SMITH BAY NR LONELY AK,"Lake, Reservoir, Impoundment",,19060206,,,,,70.74126270000000,-155.0033449000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704437153170700,UNNAMED LAKE 7 MI S OF VABM FLORA NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.74323880000000,-153.2885730000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,22,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704448156061800,UNNAMED LK SE OF EKALGRUAK LK NR ATKASUK AK,"Lake, Reservoir, Impoundment",,19060206,,,,,70.74624400000000,-156.1083793000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704455154251200,IKPIKPUK R NR SMITH BAY NR LONELY AK,Stream,,19060204,,,,,70.74821670000000,-154.4233292000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704543153204300,UNNAMED LAKE 6.5 MI S OF VABM FLORA NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.76157170000000,-153.3485779000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,10,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704545157130200,INARU R BL KUCHEAK C NR BARROW AK,Stream,,19060203,,,,,70.76205569000000,-157.2206147000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704553152303500,UNNAMED LAKE 1.5 MI E OF VABM BILLY NR LONELY AK,"Lake, Reservoir, Impoundment",,19060205,,,,,70.76436527000000,-152.5129972000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704601153003600,UNNAMED LAKE 7 MI SE OF VABM MARCH NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.76657800000000,-153.0132920000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,10,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704625152462200,UNNAMED LAKE 7.5 MI SE OF VABM APRIL NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.77324900000000,-152.7760627000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704638152293000,UNNAMED LAKE 2 MI NE OF VABM BILLY NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.77686619000000,-152.4949435000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704642155460000,UNNAMED LK 4 MI S OF ADMIRALTY BAY NR BARROW AK,"Lake, Reservoir, Impoundment",,19060206,,,,,70.77791770000000,-155.7700478000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704654153583000,IMAKRUAK LK NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.78128250000000,-153.9783208000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704705152215100,UNNAMED LAKE 1.5 MI W OF VABM ELIE NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.78436930000000,-152.3674414000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704710157310200,UNNAMED LK NR SKULL CLIFF NR ATKASUK AK,"Lake, Reservoir, Impoundment",,19060203,,,,,70.78566030000000,-157.5206247000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704721156495000,UNNAMED LK S OF INARU R NR ATKASUK AK,"Lake, Reservoir, Impoundment",,19060203,,,,,70.78873230000000,-156.8339466000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704727153091400,ISLAND LAKE 5.5 MI SW OF VABM MARCH NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.79046510000000,-153.1571902000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,14,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704727157291800,UNNAMED LK S OF SKULL CLIFF NR ATKASUK AK,"Lake, Reservoir, Impoundment",,19060203,,,,,70.79038340000000,-157.4917357000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704816152171700,UNNAMED LAKE 1.5 MI N OF VABM ELIE NR LONELY AK,"Lake, Reservoir, Impoundment",,19060205,,,,,70.80409398000000,-152.2913314000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704819152572000,UNNAMED LAKE 3.5 MI S OF VABM APRIL NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.80491380000000,-152.9588534000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704836153463600,UNNAMED LK NR NALUAKRUK LK NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.80962070000000,-153.7799867000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704853153023800,UNNAMED LAKE 3.5 MI S OF VABM MARCH NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.81435700000000,-153.0471914000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,8,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704900153223000,OKALIK LK NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.81629540000000,-153.3783120000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704912156313600,MEADE R AT DELTA NR BARROW AK,Stream,,19060203,,,,,70.81957300000000,-156.5300600000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704918152265600,UNNAMED LAKE 3 MI S OF VABM SAMUEL NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.82131350000000,-152.4521734000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704958152185500,UNNAMED LAKE .5 MI W OF VABM HALKETT NR LONELY AK,"Lake, Reservoir, Impoundment",,19060205,,,,,70.83242798000000,-152.3185602000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705000153321200,NALUAKRUK LK NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.83295960000000,-153.5399863000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705012152211800,UNNAMED LK NR CAPE HALKETT NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.83631629000000,-152.3582850000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705055157374800,UNNAMED LK NR TUAPAKTUSHAK C NR ATKASUK AK,"Lake, Reservoir, Impoundment",,19060202,,,,,70.84816000000000,-157.6334170000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705100153180000,SMITH R NR LONELY AK,Stream,,19060204,,,,,70.84963130000000,-153.3033170000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705158157062700,NIKLAVIK C NR ATKASUK AK,Stream,,19060203,,,,,70.86567250000000,-157.1109083000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705212153455400,UNNAMED LK S OF POINT MCLEOD NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.86962320000000,-153.7683330000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705328156464200,INARU R BL NIKLAVIK C NR BARROW AK,Stream,,19060203,,,,,70.89068100000000,-156.7817406000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705404156381200,INARU R NR EKALGRUAK LK NR BARROW AK,Stream,,19060203,,,,,70.90068430000000,-156.6400740000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705545157112000,TRACTOR LK NR BARROW AK,"Lake, Reservoir, Impoundment",,19060203,,,,,70.92872830000000,-157.1923093000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705553154403800,UNNAMED LK W OF SMITH BAY NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.93099760000000,-154.6805926000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705601154490000,UNNAMED LK S OF SINCLAIR LK NR LONELY AK,"Lake, Reservoir, Impoundment",,19060206,,,,,70.93321680000000,-154.8200425000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705618156201200,UNNAMED LK E OF EKALGRUAK LK NR BARROW AK,"Lake, Reservoir, Impoundment",,19060203,,,,,70.93791320000000,-156.3400808000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705754156224200,EKALGRUAK LK NR BARROW AK,"Lake, Reservoir, Impoundment",,19060203,,,,,70.96458000000000,-156.3817520000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-710329156354000,UNNAMED LK W OF LK SUNGOVOAK NR BARROW AK,"Lake, Reservoir, Impoundment",,19060203,,,,,71.05763410000000,-156.5978780000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-710535156232200,UNNAMED LK E OF LK SUNGOVOAK NR BARROW AK,"Lake, Reservoir, Impoundment",,19060202,,,,,71.09263910000000,-156.3928856000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-710545157040000,WALAKPA R NR BARROW AK,Stream,,19060202,,,,,71.09540330000000,-157.0701145000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-710746156312400,LK SUNGOVOAK NR BARROW AK,"Lake, Reservoir, Impoundment",,19060202,,,,,71.12902650000000,-156.5267797000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711009155390000,UNNAMED LK S OF KACHIKSUK BLUFFS NR BARROW AK,"Lake, Reservoir, Impoundment",,19060202,,,,,71.16876509000000,-155.6534436000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711017155531200,UNNAMED C TR TO ROSS BAY NR BARROW AK,Stream,,19060202,,,,,71.17098277000000,-155.8901122000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711045156290000,AVAK C AB SIKULIK LK NR BARROW AK,Stream,,19060202,,,,,71.17875089000000,-156.4867885000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711345156380000,IKROAVIK LK NR BARROW AK,"Lake, Reservoir, Impoundment",,19060202,,,,,71.22874960000000,-156.6367970000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711419156221400,UNNAMED LK 2 MI E OF MAYOEAK R NR BARROW AK,"Lake, Reservoir, Impoundment",,19060202,,,,,71.23819870000000,-156.3740210000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711422156462400,EMIAKSOUN LK NR BARROW AK,"Lake, Reservoir, Impoundment",,19060202,,,,,71.23902520000000,-156.7768020000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711626156292800,UNNAMED LK NR TEKEGAKROK POINT NR BARROW AK,"Lake, Reservoir, Impoundment",,19060202,,,,,71.27347527000000,-156.4945813000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711945156390000,IMIKPUK LK NR BARROW AK,"Lake, Reservoir, Impoundment",,19060202,,,,,71.32875149000000,-156.6534784000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711957156381301,UB02301822ADD 2  005,Well,,19060202,,,,,71.33208500000000,-156.6404229000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711959156382101,UB02301822ADD 1  005,Well,,19060202,,,,,71.33264058000000,-156.6426453000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712000156383001,UB02301822ADC 1  003    BARROW AFW1,Well,,19060202,,,,,71.33291830000000,-156.6451454000000,63360,1,seconds,Interpolated from MAP.,NAD83,3.54,feet,.01,feet,Level or other surveyed method.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712000156390701,UB02301822ACB 1  002    BARROW B56,Well,,19060202,,,,,71.33291820000000,-156.6554235000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712001156382301,UB02301822ADA 1  004,Well,,19060202,,,,,71.33319610000000,-156.6432009000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712001156385401,UB02301822ACA 2  001    BARROW MW6,Well,,19060202,,,,,71.33319600000000,-156.6518123000000,63360,1,seconds,Interpolated from MAP.,NAD83,3.90,feet,.01,feet,Level or other surveyed method.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712002156383501,UB02301822ADBC1  006    BARROW NARLTB5,Well: Test hole not completed as a well,,19060202,,,,,71.33347388000000,-156.6465344000000,63360,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,1995,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712002156384201,UB02301822ACA 3  001    BARROW AFW4,Well,,19060202,,,,,71.33347390000000,-156.6484789000000,63360,1,seconds,Interpolated from MAP.,NAD83,3.97,feet,.01,feet,Level or other surveyed method.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712002156384801,UB02301822ACA 7  001,Well,,19060202,,,,,71.33347380000000,-156.6501456000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712002156385901,UB02301822ACA 1  001    BARROW MW14,Well,,19060202,,,,,71.33347380000000,-156.6532013000000,63360,1,seconds,Interpolated from MAP.,NAD83,5.25,feet,.01,feet,Level or other surveyed method.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712003156390001,UB02301822ACA 6  001,Well,,19060202,,,,,71.33375159000000,-156.6534790000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712004156390001,UB02301822ACA 5  001,Well,,19060202,,,,,71.33402940000000,-156.6534790000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-065,Elson Lagoon,Estuary,Elson Lagoon,19060202,,,,,71.3665800000,-156.4655600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-066,Smith Bay,Estuary,Smith Bay,19060204,,,,,70.9052600000,-154.5247700000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-067,Elson Lagoon,Estuary,Elson Lagoon,19060202,,,,,71.2042100000,-155.8128100000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-069,Elson Lagoon/Dease Inlet,Estuary,Elson Lagoon/Dease Inlet,19060206,,,,,71.1262800000,-155.5365600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-073,Smith Bay,Estuary,Smith Bay,19060204,,,,,70.8661900000,-154.2513900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-079,Elson Lagoon,Estuary,Elson Lagoon,19060202,,,,,71.2772100000,-156.0189400000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-082,Elson Lagoon/Dease Inlet,Estuary,Elson Lagoon/Dease Inlet,19060206,,,,,71.0373000000,-155.5879000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-095,Elson Lagoon,Estuary,Elson Lagoon,19060202,,,,,71.3080700000,-156.2500900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-101,Smith Bay,Estuary,Smith Bay,19060204,,,,,70.9114000000,-154.1342200000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-106,Smith Bay,Estuary,Smith Bay,19060204,,,,,70.8964800000,-154.5171400000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-107,Elson Lagoon,Estuary,Elson Lagoon,19060202,,,,,71.2983600000,-155.9919600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-113,Smith Bay,Estuary,Smith Bay,19060204,,,,,70.9093400000,-154.4715900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-114,Elson Lagoon,Estuary,Elson Lagoon,19060202,,,,,71.3265300000,-156.4286200000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-120,Smith Bay,Estuary,Smith Bay,19060204,,,,,70.8197000000,-154.0757800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-01,AKSL14-01,Estuary,Simpson Lagoon,19060401,,,,,70.5532900000,-149.6503400000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-02,AKSL14-02,Estuary,Gwydyr Bay,19060401,,,,,70.5090000000,-149.1615600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
